Make,Model,Fuel type,Capacity,YoM,Mileage,Consumption,Country of manufacture,Body type,Service cost
FORD,Malibu Sedan,Regular,2.5L,2017,10.2 km/L,9.8 L/100km,USA,Small Sport Utility Vehicle 2WD,"KES 430,000/year"
FORD,Cordova Sedan,Regular,2.5L,2017,10.2 km/L,9.8 L/100km,USA,Small Sport Utility Vehicle 2WD,"KES 350,000/year"
FORD,Classic Sedan,Regular,2.5L,2017,10.2 km/L,9.8 L/100km,USA,Small Sport Utility Vehicle 2WD,"KES 255,000/year"
FORD,Swinford Mfg,Regular,2.5L,2017,10.2 km/L,9.8 L/100km,USA,Small Sport Utility Vehicle 2WD,"KES 315,000/year"
FORD,Affordable Aluminum,Gasoline or E85,2.5L,2018,9.8 km/L,10.2 L/100km,USA,Special Purpose Vehicle 2WD,"KES 445,000/year"
FORD,Travel Park,Gasoline or E85,2.5L,2018,9.8 km/L,10.2 L/100km,USA,Special Purpose Vehicle 2WD,"KES 310,000/year"
FORD,Bradford #1,Gasoline or E85,2.5L,2018,9.8 km/L,10.2 L/100km,USA,Special Purpose Vehicle 2WD,"KES 275,000/year"
FORD,Bradford Built,Gasoline or E85,2.5L,2018,9.8 km/L,10.2 L/100km,USA,Special Purpose Vehicle 2WD,"KES 440,000/year"
FORD,CRANFORD RADIATOR INC.,Gasoline or E85,2.5L,2018,9.8 km/L,10.2 L/100km,USA,Special Purpose Vehicle 2WD,"KES 465,000/year"
FORD,Eagle Ford Tanks & Trailers LLC,Gasoline or E85,2.5L,2018,9.8 km/L,10.2 L/100km,USA,Special Purpose Vehicle 2WD,"KES 275,000/year"
FORD,Focus,Premium,2.3L,2018,9.4 km/L,10.7 L/100km,USA,Midsize Cars,"KES 275,000/year"
FORD,Fusion,Regular,1.5L,2018,11.5 km/L,8.7 L/100km,USA,Midsize Cars,"KES 130,000/year"
FORD,Mustang,Regular,2.3L,2018,10.6 km/L,9.4 L/100km,USA,Subcompact Cars,"KES 250,000/year"
FORD,Taurus,Regular,3.5L,2018,8.1 km/L,12.4 L/100km,USA,Large Cars,"KES 645,000/year"
FORD,Edge,Regular,2.0L,2018,10.2 km/L,9.8 L/100km,USA,Small Sport Utility Vehicle 2WD,"KES 220,000/year"
FORD,Escape,Regular,1.5L,2018,11.1 km/L,9.0 L/100km,USA,Small Sport Utility Vehicle 2WD,"KES 115,000/year"
FORD,Expedition,Regular,3.5L,2018,8.5 km/L,11.8 L/100km,USA,Standard Sport Utility Vehicle 2WD,"KES 465,000/year"
FORD,Explorer,Gasoline or E85,3.5L,2018,8.5 km/L,11.8 L/100km,USA,Standard Sport Utility Vehicle 2WD,"KES 530,000/year"
FORD,F-150,Gasoline or E85,2.5L,2018,9.8 km/L,10.2 L/100km,USA,Special Purpose Vehicle 2WD,"KES 425,000/year"
FORD,Flex,Regular,3.5L,2018,8.1 km/L,12.4 L/100km,USA,Standard Sport Utility Vehicle 2WD,"KES 520,000/year"
FORD,F-250,Gasoline or E85,2.5L,2018,9.8 km/L,10.2 L/100km,USA,Special Purpose Vehicle 2WD,"KES 235,000/year"
FORD,F-250,Gasoline or E85,2.5L,2018,9.8 km/L,10.2 L/100km,USA,Special Purpose Vehicle 2WD,"KES 360,000/year"
FORD,F-350,Gasoline or E85,2.5L,2018,9.8 km/L,10.2 L/100km,USA,Special Purpose Vehicle 2WD,"KES 370,000/year"
FORD,F-350,Gasoline or E85,2.5L,2018,9.8 km/L,10.2 L/100km,USA,Special Purpose Vehicle 2WD,"KES 370,000/year"
FORD,F-450,Gasoline or E85,2.5L,2018,9.8 km/L,10.2 L/100km,USA,Special Purpose Vehicle 2WD,"KES 285,000/year"
FORD,F-450,Gasoline or E85,2.5L,2018,9.8 km/L,10.2 L/100km,USA,Special Purpose Vehicle 2WD,"KES 455,000/year"
FORD,F-550,Gasoline or E85,2.5L,2018,9.8 km/L,10.2 L/100km,USA,Special Purpose Vehicle 2WD,"KES 305,000/year"
FORD,F-550,Gasoline or E85,2.5L,2018,9.8 km/L,10.2 L/100km,USA,Special Purpose Vehicle 2WD,"KES 390,000/year"
FORD,F-650,Gasoline or E85,2.5L,2018,9.8 km/L,10.2 L/100km,USA,Special Purpose Vehicle 2WD,"KES 400,000/year"
FORD,F-750,Gasoline or E85,2.5L,2018,9.8 km/L,10.2 L/100km,USA,Special Purpose Vehicle 2WD,"KES 395,000/year"
FORD,Transit Connect,Gasoline or E85,2.5L,2018,9.8 km/L,10.2 L/100km,USA,Special Purpose Vehicle 2WD,"KES 355,000/year"
FORD,E-350,Gasoline or E85,2.5L,2018,9.8 km/L,10.2 L/100km,USA,Special Purpose Vehicle 2WD,"KES 385,000/year"
FORD,E-450,Gasoline or E85,2.5L,2018,9.8 km/L,10.2 L/100km,USA,Special Purpose Vehicle 2WD,"KES 335,000/year"
FORD,Expedition MAX,Regular,3.5L,2018,8.1 km/L,12.4 L/100km,USA,Standard Sport Utility Vehicle 2WD,"KES 360,000/year"
FORD,GT,Premium,5.2L,2018,6.8 km/L,14.7 L/100km,USA,Subcompact Cars,"KES 475,000/year"
FORD,Motorhome Chassis,Gasoline or E85,2.5L,2018,9.8 km/L,10.2 L/100km,USA,Special Purpose Vehicle 2WD,"KES 365,000/year"
FORD,Fiesta,Regular,1.6L,2018,13.2 km/L,7.6 L/100km,USA,Subcompact Cars,"KES 180,000/year"
FORD,Commercial Chassis,Gasoline or E85,2.5L,2018,9.8 km/L,10.2 L/100km,USA,Special Purpose Vehicle 2WD,"KES 290,000/year"
FORD,C-Max,Regular,2.0L,2018,17.0 km/L,5.9 L/100km,USA,Large Cars,"KES 295,000/year"
FORD,Transit,Gasoline or E85,2.5L,2018,9.8 km/L,10.2 L/100km,USA,Special Purpose Vehicle 2WD,"KES 360,000/year"
FORD,Transit,Gasoline or E85,2.5L,2018,9.8 km/L,10.2 L/100km,USA,Special Purpose Vehicle 2WD,"KES 425,000/year"
FORD,Transit,Gasoline or E85,2.5L,2018,9.8 km/L,10.2 L/100km,USA,Special Purpose Vehicle 2WD,"KES 275,000/year"
FORD,Transit,Gasoline or E85,2.5L,2018,9.8 km/L,10.2 L/100km,USA,Special Purpose Vehicle 2WD,"KES 315,000/year"
FORD,'34,Gasoline or E85,2.5L,2018,9.8 km/L,10.2 L/100km,USA,Special Purpose Vehicle 2WD,"KES 455,000/year"
FORD,Ecosport,Regular,1.0L,2018,11.9 km/L,8.4 L/100km,USA,Small Sport Utility Vehicle 2WD,"KES 110,000/year"
FORD,Fords Trailer Sales,Gasoline or E85,2.5L,2018,9.8 km/L,10.2 L/100km,USA,Special Purpose Vehicle 2WD,"KES 295,000/year"
FORD,Medford Steel,Gasoline or E85,2.5L,2018,9.8 km/L,10.2 L/100km,USA,Special Purpose Vehicle 2WD,"KES 445,000/year"
FORD,Milford Pipe & Supply,Gasoline or E85,2.5L,2018,9.8 km/L,10.2 L/100km,USA,Special Purpose Vehicle 2WD,"KES 260,000/year"
FORD,Stafford's Trailers,Gasoline or E85,2.5L,2018,9.8 km/L,10.2 L/100km,USA,Special Purpose Vehicle 2WD,"KES 345,000/year"
FORD,Malibu Sedan,Gasoline or E85,2.5L,2018,9.8 km/L,10.2 L/100km,USA,Special Purpose Vehicle 2WD,"KES 410,000/year"
FORD,Cordova Sedan,Gasoline or E85,2.5L,2018,9.8 km/L,10.2 L/100km,USA,Special Purpose Vehicle 2WD,"KES 280,000/year"
FORD,Classic Sedan,Gasoline or E85,2.5L,2018,9.8 km/L,10.2 L/100km,USA,Special Purpose Vehicle 2WD,"KES 375,000/year"
FORD,Swinford Mfg,Gasoline or E85,2.5L,2018,9.8 km/L,10.2 L/100km,USA,Special Purpose Vehicle 2WD,"KES 280,000/year"
FORD,Affordable Aluminum,Regular,3.5L,2019,8.1 km/L,12.4 L/100km,USA,Standard Sport Utility Vehicle 2WD,"KES 320,000/year"
FORD,Affordable Trailers,Regular,3.5L,2019,8.1 km/L,12.4 L/100km,USA,Standard Sport Utility Vehicle 2WD,"KES 335,000/year"
FORD,Travel Park,Regular,3.5L,2019,8.1 km/L,12.4 L/100km,USA,Standard Sport Utility Vehicle 2WD,"KES 335,000/year"
FORD,Bradford #1,Regular,3.5L,2019,8.1 km/L,12.4 L/100km,USA,Standard Sport Utility Vehicle 2WD,"KES 340,000/year"
FORD,Bradford Built,Regular,3.5L,2019,8.1 km/L,12.4 L/100km,USA,Standard Sport Utility Vehicle 2WD,"KES 525,000/year"
FORD,CRANFORD RADIATOR INC.,Regular,3.5L,2019,8.1 km/L,12.4 L/100km,USA,Standard Sport Utility Vehicle 2WD,"KES 510,000/year"
FORD,Eagle Ford Tanks & Trailers LLC,Regular,3.5L,2019,8.1 km/L,12.4 L/100km,USA,Standard Sport Utility Vehicle 2WD,"KES 345,000/year"
FORD,Focus,Regular,3.5L,2019,8.1 km/L,12.4 L/100km,USA,Standard Sport Utility Vehicle 2WD,"KES 620,000/year"
FORD,Fusion,Regular,2.5L,2019,10.6 km/L,9.4 L/100km,USA,Midsize Cars,"KES 325,000/year"
FORD,Mustang,Regular,2.3L,2019,10.6 km/L,9.4 L/100km,USA,Subcompact Cars,"KES 215,000/year"
FORD,Taurus,Regular,3.5L,2019,8.1 km/L,12.4 L/100km,USA,Large Cars,"KES 280,000/year"
FORD,Edge,Regular,2.0L,2019,10.6 km/L,9.4 L/100km,USA,Small Sport Utility Vehicle 2WD,"KES 180,000/year"
FORD,Escape,Gasoline or E85,2.5L,2019,10.2 km/L,9.8 L/100km,USA,Small Sport Utility Vehicle 2WD,"KES 235,000/year"
FORD,Expedition,Regular,3.5L,2019,8.5 km/L,11.8 L/100km,USA,Standard Sport Utility Vehicle 2WD,"KES 445,000/year"
FORD,Explorer,Regular,2.3L,2019,9.4 km/L,10.7 L/100km,USA,Standard Sport Utility Vehicle 2WD,"KES 155,000/year"
FORD,F-150,Regular,3.5L,2019,8.1 km/L,12.4 L/100km,USA,Standard Sport Utility Vehicle 2WD,"KES 265,000/year"
FORD,Flex,Regular,3.5L,2019,8.1 km/L,12.4 L/100km,USA,Standard Sport Utility Vehicle 2WD,"KES 490,000/year"
FORD,Ranger,Regular,2.3L,2019,9.8 km/L,10.2 L/100km,USA,Standard Pickup Trucks 2WD,"KES 255,000/year"
FORD,Ranger,Regular,2.3L,2019,9.8 km/L,10.2 L/100km,USA,Standard Pickup Trucks 2WD,"KES 200,000/year"
FORD,F-250,Regular,3.5L,2019,8.1 km/L,12.4 L/100km,USA,Standard Sport Utility Vehicle 2WD,"KES 625,000/year"
FORD,F-250,Regular,3.5L,2019,8.1 km/L,12.4 L/100km,USA,Standard Sport Utility Vehicle 2WD,"KES 265,000/year"
FORD,F-350,Regular,3.5L,2019,8.1 km/L,12.4 L/100km,USA,Standard Sport Utility Vehicle 2WD,"KES 330,000/year"
FORD,F-350,Regular,3.5L,2019,8.1 km/L,12.4 L/100km,USA,Standard Sport Utility Vehicle 2WD,"KES 555,000/year"
FORD,F-450,Regular,3.5L,2019,8.1 km/L,12.4 L/100km,USA,Standard Sport Utility Vehicle 2WD,"KES 475,000/year"
FORD,F-450,Regular,3.5L,2019,8.1 km/L,12.4 L/100km,USA,Standard Sport Utility Vehicle 2WD,"KES 285,000/year"
FORD,F-550,Regular,3.5L,2019,8.1 km/L,12.4 L/100km,USA,Standard Sport Utility Vehicle 2WD,"KES 385,000/year"
FORD,F-550,Regular,3.5L,2019,8.1 km/L,12.4 L/100km,USA,Standard Sport Utility Vehicle 2WD,"KES 380,000/year"
FORD,F-650,Regular,3.5L,2019,8.1 km/L,12.4 L/100km,USA,Standard Sport Utility Vehicle 2WD,"KES 315,000/year"
FORD,F-750,Regular,3.5L,2019,8.1 km/L,12.4 L/100km,USA,Standard Sport Utility Vehicle 2WD,"KES 450,000/year"
FORD,Transit Connect,Regular,2.5L,2019,9.4 km/L,10.7 L/100km,USA,Special Purpose Vehicle 2WD,"KES 215,000/year"
FORD,E-350,Regular,3.5L,2019,8.1 km/L,12.4 L/100km,USA,Standard Sport Utility Vehicle 2WD,"KES 435,000/year"
FORD,E-450,Regular,3.5L,2019,8.1 km/L,12.4 L/100km,USA,Standard Sport Utility Vehicle 2WD,"KES 390,000/year"
FORD,Expedition MAX,Regular,3.5L,2019,8.1 km/L,12.4 L/100km,USA,Standard Sport Utility Vehicle 2WD,"KES 495,000/year"
FORD,GT,Premium,3.5L,2019,6.0 km/L,16.8 L/100km,USA,Two Seaters,"KES 415,000/year"
FORD,Motorhome Chassis,Regular,3.5L,2019,8.1 km/L,12.4 L/100km,USA,Standard Sport Utility Vehicle 2WD,"KES 365,000/year"
FORD,Fiesta,Regular,1.6L,2019,13.2 km/L,7.6 L/100km,USA,Subcompact Cars,"KES 150,000/year"
FORD,Commercial Chassis,Regular,3.5L,2019,8.1 km/L,12.4 L/100km,USA,Standard Sport Utility Vehicle 2WD,"KES 325,000/year"
FORD,Transit,Regular,2.5L,2019,9.4 km/L,10.7 L/100km,USA,Special Purpose Vehicle 2WD,"KES 375,000/year"
FORD,Transit,Regular,2.5L,2019,9.4 km/L,10.7 L/100km,USA,Special Purpose Vehicle 2WD,"KES 195,000/year"
FORD,Transit,Regular,2.5L,2019,9.4 km/L,10.7 L/100km,USA,Special Purpose Vehicle 2WD,"KES 285,000/year"
FORD,Transit,Regular,2.5L,2019,9.4 km/L,10.7 L/100km,USA,Special Purpose Vehicle 2WD,"KES 265,000/year"
FORD,'34,Regular,3.5L,2019,8.1 km/L,12.4 L/100km,USA,Standard Sport Utility Vehicle 2WD,"KES 445,000/year"
FORD,Ecosport,Regular,1.0L,2019,11.9 km/L,8.4 L/100km,USA,Small Sport Utility Vehicle 2WD,"KES 60,000/year"
FORD,Fords Trailer Sales,Regular,3.5L,2019,8.1 km/L,12.4 L/100km,USA,Standard Sport Utility Vehicle 2WD,"KES 320,000/year"
FORD,Medford Steel,Regular,3.5L,2019,8.1 km/L,12.4 L/100km,USA,Standard Sport Utility Vehicle 2WD,"KES 305,000/year"
FORD,Milford Pipe & Supply,Regular,3.5L,2019,8.1 km/L,12.4 L/100km,USA,Standard Sport Utility Vehicle 2WD,"KES 300,000/year"
FORD,Stafford's Trailers,Regular,3.5L,2019,8.1 km/L,12.4 L/100km,USA,Standard Sport Utility Vehicle 2WD,"KES 385,000/year"
FORD,Malibu Sedan,Regular,3.5L,2019,8.1 km/L,12.4 L/100km,USA,Standard Sport Utility Vehicle 2WD,"KES 420,000/year"
FORD,Cordova Sedan,Regular,3.5L,2019,8.1 km/L,12.4 L/100km,USA,Standard Sport Utility Vehicle 2WD,"KES 325,000/year"
FORD,Classic Sedan,Regular,3.5L,2019,8.1 km/L,12.4 L/100km,USA,Standard Sport Utility Vehicle 2WD,"KES 390,000/year"
FORD,Swinford Mfg,Regular,3.5L,2019,8.1 km/L,12.4 L/100km,USA,Standard Sport Utility Vehicle 2WD,"KES 310,000/year"
CHEVROLET,Camaro,Regular,3.8L,2000,8.5 km/L,11.8 L/100km,USA,Subcompact Cars,"KES 995,000/year"
CHEVROLET,Corvette,Premium,5.7L,2000,7.7 km/L,13.1 L/100km,USA,Two Seaters,"KES 985,000/year"
CHEVROLET,Impala,Regular,3.4L,2000,8.9 km/L,11.2 L/100km,USA,Large Cars,"KES 715,000/year"
CHEVROLET,Malibu,Regular,2.4L,2000,9.8 km/L,10.2 L/100km,USA,Midsize Cars,"KES 365,000/year"
CHEVROLET,Express,Regular,4.3L,2000,6.0 km/L,16.8 L/100km,USA,"Vans, Passenger Type","KES 1,095,000/year"
CHEVROLET,Express,Regular,4.3L,2000,6.0 km/L,16.8 L/100km,USA,"Vans, Passenger Type","KES 800,000/year"
CHEVROLET,Express,Regular,4.3L,2000,6.0 km/L,16.8 L/100km,USA,"Vans, Passenger Type","KES 575,000/year"
CHEVROLET,Express,Regular,4.3L,2000,6.0 km/L,16.8 L/100km,USA,"Vans, Passenger Type","KES 705,000/year"
CHEVROLET,Silverado,Regular,4.3L,2000,6.8 km/L,14.7 L/100km,USA,Standard Pickup Trucks 2WD,"KES 905,000/year"
CHEVROLET,Silverado,Regular,4.3L,2000,6.8 km/L,14.7 L/100km,USA,Standard Pickup Trucks 2WD,"KES 635,000/year"
CHEVROLET,Suburban,Regular,5.7L,2000,6.0 km/L,16.8 L/100km,USA,Sport Utility Vehicle - 2WD,"KES 830,000/year"
CHEVROLET,Suburban,Regular,5.7L,2000,6.0 km/L,16.8 L/100km,USA,Sport Utility Vehicle - 2WD,"KES 850,000/year"
CHEVROLET,Suburban,Regular,5.7L,2000,6.0 km/L,16.8 L/100km,USA,Sport Utility Vehicle - 2WD,"KES 830,000/year"
CHEVROLET,Tahoe,Regular,4.8L,2000,6.4 km/L,15.7 L/100km,USA,Sport Utility Vehicle - 2WD,"KES 1,125,000/year"
CHEVROLET,Tahoe,Regular,4.8L,2000,6.4 km/L,15.7 L/100km,USA,Sport Utility Vehicle - 2WD,"KES 945,000/year"
CHEVROLET,Tracker,Regular,1.6L,2000,10.2 km/L,9.8 L/100km,USA,Sport Utility Vehicle - 2WD,"KES 310,000/year"
CHEVROLET,Geo Prizm,Premium,5.7L,2000,7.7 km/L,13.1 L/100km,USA,Two Seaters,"KES 815,000/year"
CHEVROLET,W4,Premium,5.7L,2000,7.7 km/L,13.1 L/100km,USA,Two Seaters,"KES 690,000/year"
CHEVROLET,W5,Premium,5.7L,2000,7.7 km/L,13.1 L/100km,USA,Two Seaters,"KES 935,000/year"
CHEVROLET,Monte Carlo,Regular,3.1L,2000,8.9 km/L,11.2 L/100km,USA,Midsize Cars,"KES 620,000/year"
CHEVROLET,Cavalier,Regular,2.2L,2000,9.4 km/L,10.7 L/100km,USA,Subcompact Cars,"KES 475,000/year"
CHEVROLET,Astro Van,Regular,4.3L,2000,7.2 km/L,13.8 L/100km,USA,"Vans, Cargo Type","KES 1,085,000/year"
CHEVROLET,Astro Van,Regular,4.3L,2000,7.2 km/L,13.8 L/100km,USA,"Vans, Cargo Type","KES 830,000/year"
CHEVROLET,Astro Van,Regular,4.3L,2000,7.2 km/L,13.8 L/100km,USA,"Vans, Cargo Type","KES 845,000/year"
CHEVROLET,Venture,Regular,3.4L,2000,8.1 km/L,12.4 L/100km,USA,Minivan - 2WD,"KES 670,000/year"
CHEVROLET,B7,Premium,5.7L,2000,7.7 km/L,13.1 L/100km,USA,Two Seaters,"KES 900,000/year"
CHEVROLET,Lumina,Regular,3.1L,2000,8.9 km/L,11.2 L/100km,USA,Midsize Cars,"KES 590,000/year"
CHEVROLET,Metro,Regular,1.0L,2000,15.3 km/L,6.5 L/100km,USA,Subcompact Cars,"KES 95,000/year"
CHEVROLET,GMT-400,Premium,5.7L,2000,7.7 km/L,13.1 L/100km,USA,Two Seaters,"KES 510,000/year"
CHEVROLET,GMT-400,Premium,5.7L,2000,7.7 km/L,13.1 L/100km,USA,Two Seaters,"KES 875,000/year"
CHEVROLET,S-10 Pickup,Premium,5.7L,2000,7.7 km/L,13.1 L/100km,USA,Two Seaters,"KES 675,000/year"
CHEVROLET,Blazer,Regular,4.3L,2000,7.2 km/L,13.8 L/100km,USA,Sport Utility Vehicle - 2WD,"KES 1,060,000/year"
CHEVROLET,Blazer,Regular,4.3L,2000,7.2 km/L,13.8 L/100km,USA,Sport Utility Vehicle - 2WD,"KES 945,000/year"
CHEVROLET,Blazer,Regular,4.3L,2000,7.2 km/L,13.8 L/100km,USA,Sport Utility Vehicle - 2WD,"KES 740,000/year"
CHEVROLET,Blazer,Regular,4.3L,2000,7.2 km/L,13.8 L/100km,USA,Sport Utility Vehicle - 2WD,"KES 935,000/year"
CHEVROLET,T-Series,Premium,5.7L,2000,7.7 km/L,13.1 L/100km,USA,Two Seaters,"KES 1,055,000/year"
CHEVROLET,C6,Premium,5.7L,2000,7.7 km/L,13.1 L/100km,USA,Two Seaters,"KES 785,000/year"
CHEVROLET,C7,Premium,5.7L,2000,7.7 km/L,13.1 L/100km,USA,Two Seaters,"KES 665,000/year"
CHEVROLET,W7,Premium,5.7L,2000,7.7 km/L,13.1 L/100km,USA,Two Seaters,"KES 745,000/year"
CHEVROLET,S-10 Blazer,Premium,5.7L,2000,7.7 km/L,13.1 L/100km,USA,Two Seaters,"KES 770,000/year"
CHEVROLET,Camaro,Regular,3.8L,2001,8.9 km/L,11.2 L/100km,USA,Subcompact Cars,"KES 950,000/year"
CHEVROLET,Corvette,Premium,5.7L,2001,8.1 km/L,12.4 L/100km,USA,Two Seaters,"KES 560,000/year"
CHEVROLET,Impala,Regular,3.4L,2001,9.4 km/L,10.7 L/100km,USA,Large Cars,"KES 775,000/year"
CHEVROLET,Malibu,Regular,3.1L,2001,8.9 km/L,11.2 L/100km,USA,Midsize Cars,"KES 520,000/year"
CHEVROLET,Express,Regular,4.3L,2001,6.0 km/L,16.8 L/100km,USA,"Vans, Passenger Type","KES 900,000/year"
CHEVROLET,Express,Regular,4.3L,2001,6.0 km/L,16.8 L/100km,USA,"Vans, Passenger Type","KES 570,000/year"
CHEVROLET,Express,Regular,4.3L,2001,6.0 km/L,16.8 L/100km,USA,"Vans, Passenger Type","KES 905,000/year"
CHEVROLET,Express,Regular,4.3L,2001,6.0 km/L,16.8 L/100km,USA,"Vans, Passenger Type","KES 725,000/year"
CHEVROLET,Silverado,Regular,4.3L,2001,7.2 km/L,13.8 L/100km,USA,Standard Pickup Trucks 2WD,"KES 955,000/year"
CHEVROLET,Silverado,Regular,4.3L,2001,7.2 km/L,13.8 L/100km,USA,Standard Pickup Trucks 2WD,"KES 555,000/year"
CHEVROLET,Silverado,Regular,4.3L,2001,7.2 km/L,13.8 L/100km,USA,Standard Pickup Trucks 2WD,"KES 905,000/year"
CHEVROLET,Suburban,Regular,5.3L,2001,6.0 km/L,16.8 L/100km,USA,Sport Utility Vehicle - 2WD,"KES 855,000/year"
CHEVROLET,Suburban,Regular,5.3L,2001,6.0 km/L,16.8 L/100km,USA,Sport Utility Vehicle - 2WD,"KES 760,000/year"
CHEVROLET,Suburban,Regular,5.3L,2001,6.0 km/L,16.8 L/100km,USA,Sport Utility Vehicle - 2WD,"KES 795,000/year"
CHEVROLET,Tahoe,Regular,4.8L,2001,6.4 km/L,15.7 L/100km,USA,Sport Utility Vehicle - 2WD,"KES 775,000/year"
CHEVROLET,Tahoe,Regular,4.8L,2001,6.4 km/L,15.7 L/100km,USA,Sport Utility Vehicle - 2WD,"KES 655,000/year"
CHEVROLET,Tahoe,Regular,4.8L,2001,6.4 km/L,15.7 L/100km,USA,Sport Utility Vehicle - 2WD,"KES 840,000/year"
CHEVROLET,Tracker,Regular,2.0L,2001,9.4 km/L,10.7 L/100km,USA,Sport Utility Vehicle - 2WD,"KES 345,000/year"
CHEVROLET,Geo Prizm,Premium,5.7L,2001,8.1 km/L,12.4 L/100km,USA,Two Seaters,"KES 655,000/year"
CHEVROLET,W4,Premium,5.7L,2001,8.1 km/L,12.4 L/100km,USA,Two Seaters,"KES 795,000/year"
CHEVROLET,W5,Premium,5.7L,2001,8.1 km/L,12.4 L/100km,USA,Two Seaters,"KES 805,000/year"
CHEVROLET,Monte Carlo,Regular,3.4L,2001,9.4 km/L,10.7 L/100km,USA,Midsize Cars,"KES 645,000/year"
CHEVROLET,Cavalier,Regular,2.2L,2001,9.8 km/L,10.2 L/100km,USA,Compact Cars,"KES 310,000/year"
CHEVROLET,3 ton,Premium,5.7L,2001,8.1 km/L,12.4 L/100km,USA,Two Seaters,"KES 705,000/year"
CHEVROLET,3 ton,Premium,5.7L,2001,8.1 km/L,12.4 L/100km,USA,Two Seaters,"KES 900,000/year"
CHEVROLET,3 ton,Premium,5.7L,2001,8.1 km/L,12.4 L/100km,USA,Two Seaters,"KES 945,000/year"
CHEVROLET,Astro Van,Regular,4.3L,2001,7.2 km/L,13.8 L/100km,USA,"Vans, Cargo Type","KES 1,025,000/year"
CHEVROLET,Astro Van,Regular,4.3L,2001,7.2 km/L,13.8 L/100km,USA,"Vans, Cargo Type","KES 900,000/year"
CHEVROLET,Astro Van,Regular,4.3L,2001,7.2 km/L,13.8 L/100km,USA,"Vans, Cargo Type","KES 755,000/year"
CHEVROLET,Venture,Regular,3.4L,2001,8.5 km/L,11.8 L/100km,USA,Minivan - 2WD,"KES 445,000/year"
CHEVROLET,Venture,Regular,3.4L,2001,8.5 km/L,11.8 L/100km,USA,Minivan - 2WD,"KES 760,000/year"
CHEVROLET,Venture,Regular,3.4L,2001,8.5 km/L,11.8 L/100km,USA,Minivan - 2WD,"KES 710,000/year"
CHEVROLET,B7,Premium,5.7L,2001,8.1 km/L,12.4 L/100km,USA,Two Seaters,"KES 930,000/year"
CHEVROLET,Lumina,Regular,3.1L,2001,8.9 km/L,11.2 L/100km,USA,Midsize Cars,"KES 610,000/year"
CHEVROLET,Metro,Regular,1.3L,2001,11.9 km/L,8.4 L/100km,USA,Subcompact Cars,"KES 245,000/year"
CHEVROLET,GMT-400,Premium,5.7L,2001,8.1 km/L,12.4 L/100km,USA,Two Seaters,"KES 630,000/year"
CHEVROLET,S-10 Pickup,Premium,5.7L,2001,8.1 km/L,12.4 L/100km,USA,Two Seaters,"KES 1,120,000/year"
CHEVROLET,Blazer,Regular,4.3L,2001,7.2 km/L,13.8 L/100km,USA,Sport Utility Vehicle - 2WD,"KES 665,000/year"
CHEVROLET,Blazer,Regular,4.3L,2001,7.2 km/L,13.8 L/100km,USA,Sport Utility Vehicle - 2WD,"KES 705,000/year"
CHEVROLET,Blazer,Regular,4.3L,2001,7.2 km/L,13.8 L/100km,USA,Sport Utility Vehicle - 2WD,"KES 720,000/year"
CHEVROLET,T-Series,Premium,5.7L,2001,8.1 km/L,12.4 L/100km,USA,Two Seaters,"KES 1,155,000/year"
CHEVROLET,C6,Premium,5.7L,2001,8.1 km/L,12.4 L/100km,USA,Two Seaters,"KES 735,000/year"
CHEVROLET,C7,Premium,5.7L,2001,8.1 km/L,12.4 L/100km,USA,Two Seaters,"KES 1,140,000/year"
CHEVROLET,W7,Premium,5.7L,2001,8.1 km/L,12.4 L/100km,USA,Two Seaters,"KES 775,000/year"
CHEVROLET,W3,Premium,5.7L,2001,8.1 km/L,12.4 L/100km,USA,Two Seaters,"KES 765,000/year"
CHEVROLET,Camaro,Regular,3.8L,2002,8.9 km/L,11.2 L/100km,USA,Subcompact Cars,"KES 660,000/year"
CHEVROLET,Corvette,Premium,5.7L,2002,8.1 km/L,12.4 L/100km,USA,Two Seaters,"KES 825,000/year"
CHEVROLET,Impala,Regular,3.8L,2002,8.5 km/L,11.8 L/100km,USA,Large Cars,"KES 1,030,000/year"
CHEVROLET,Malibu,Regular,3.1L,2002,8.9 km/L,11.2 L/100km,USA,Midsize Cars,"KES 615,000/year"
CHEVROLET,Express,Regular,4.3L,2002,6.0 km/L,16.8 L/100km,USA,"Vans, Passenger Type","KES 740,000/year"
CHEVROLET,Express,Regular,4.3L,2002,6.0 km/L,16.8 L/100km,USA,"Vans, Passenger Type","KES 820,000/year"
CHEVROLET,Express,Regular,4.3L,2002,6.0 km/L,16.8 L/100km,USA,"Vans, Passenger Type","KES 1,005,000/year"
CHEVROLET,Express,Regular,4.3L,2002,6.0 km/L,16.8 L/100km,USA,"Vans, Passenger Type","KES 760,000/year"
CHEVROLET,Silverado,Regular,4.3L,2002,6.8 km/L,14.7 L/100km,USA,Standard Pickup Trucks 2WD,"KES 795,000/year"
CHEVROLET,Silverado,Regular,4.3L,2002,6.8 km/L,14.7 L/100km,USA,Standard Pickup Trucks 2WD,"KES 710,000/year"
CHEVROLET,Suburban,Regular,5.3L,2002,6.0 km/L,16.8 L/100km,USA,Sport Utility Vehicle - 2WD,"KES 985,000/year"
CHEVROLET,Suburban,Regular,5.3L,2002,6.0 km/L,16.8 L/100km,USA,Sport Utility Vehicle - 2WD,"KES 890,000/year"
